,cr,UltimateCategory
1796,不要再使用老的目录了,12
1797,代码间只要空一行,12
1798,有工号即可，不用写自己名字，和原先这一类字符串放一起,12
1799,此处最好增加下日志,12
1800,尽量保持常量在前,12
1801,此处应该记录下日志,12
1802,这个回调需要放到if-else的外面，要不然走到else分支中，就不能收到回到，getUserTask方法也是一样的,14
1803,CustomService.getInstance().getCustomConfig() 会返回null，需要判断,12
1804,不用起名New，直接叫ContentType，把原来的那个删掉,12
1805,mUserId需要判空,12
1806,会导致两次拉起activity,12
1807,注释跟上面代码添加1个空行,12
1808,实例方法，写static，依然会报问题,4
1809,所有布局文件中用到的颜色、大小使用公共的定义,12
1810,作用域不对，应该是私有方法,12
1811,当前是在最后一个位置是否需要添加分割线,4
1812,"不要带自己的名字；
和播放历史放到一起",12
1813,"一行代码就可以
ViewUtils.setVisibility(mSuperVipImg, isShow);
View.INVISIBLE 如果不是特殊原因，不建议使用，用gone就可以",14
1814,注意不同分支的日志打印,12
1815,注释和上面的代码要隔开一行，下面还有一处,12
1816,把符合命名规范的变量名修改为不符合规范，不要修改与本次提及无关的代码,12
1817,使用工具类TextViewUtils,12
1818,签到入口默认是隐藏的,4
1819,所有使用isVodHDR这个方法的地方都要改一下,12
1820,初始化的时候将布局初始化好，展示的时候直接展示，是否可以去掉这些额外的判断逻辑,12
1821,用TextViewUtil,12
1822,"布局格式；
默认为什么要设置为gone？能否再使用这个布局的地方设置",4
1823,两个分支的逻辑可以简化成一样，不需要if判断,14
1824,Local.properties这个是本地属性文件，不能上库,4
1825,这个应该控制按钮的展示吧,4
1826,字符,4
1827,两个空布局有啥区别，是否可以统一，另外不用额外定义这个layout了吧？,12
1828,多余的可以删掉,12
1829,这些打点的逻辑可以抽取成工具类，避免Activity过大,12
1830,现在是不是可以不区分pad和phone了？,0
1831,"这种就写一行代码就行了，不要再写if else
下面还有类似的",12
1832,注释和代码要空一行,12
1833,注释和代码空一行,12
1834,走到onComplete方法里，resp不会为空，可以看下基类实现,12
1835,为啥国内是列表，海外是Map,0
1836,应该使用shouldLimit1080p（），如果是会员就不需要了啊,12
1837,初始化的时候，就会获取角标广告，会不会影响起播性能,4
1838,为啥先clear后再add,0
1839,不好的设计,4
1840,lhs、rhs是啥意思,0
1841,保持一致，成员变量前增加m,12
1842,考虑使用一个提示语，4个变量合并成一个,12
1843,多次使用，建议用一个临时变量保存,12
1844,"改成下面的方式是否更好
ViewUtils.setVisibility(dataViewHolder.dividerView, TYPE_LABEL != getItemViewType(position + 1));",12
1845,这个只判断了是List，但里面不一定是LocalSignRecord。还有signRecord要不要判空,14
1846,这个UserId去掉，不然打印LocalSignRecord时有问题,14
1847,这一块是否可以抽出来，不低于5次使用了,12
1848,调用场景再商榷下,12
1849,config.getDefaultGiftPoint()为空时候，会crash,4
1850,这里判断了null，后面就不需要再判断非空了,12
1851,"从编码上看,并不能阻止克隆对象属性的修改对原对象的修改.作者可能不会这样做,但是要特别注明.",14
1852,库上已删除的方法，请确认是否必要；如果不要，你加回来干什么？,0
1853,任务完成状态有统一的常量定义,12
1854,这个是Utils类，能在外部添加区分国内、海外的逻辑吗,12
1855,要不要和会员试看片类似，直接跳转会员页？,4
1856,"注释应该是是否 “限制”显示。。。。
要不然会感觉代码有问题",12
1857,divider使用View即可,12
1858,使用dimen中的定义,12
1859,工程中有两个日志打印类，对打印功能是否有影响,0
1860,之前应该是默认的USER_GUEST_ID,4
1861,直接使用if-else看起来更清爽,12
1862,-1 表示啥，其他文件里也有-1.,0
1863,"1. 4 最好写成常量，避免飞检被判定魔鬼数字
2. 如果length > 4 ，我理解应该就是异常情况了，不应该再继续按照正常逻辑处理，可以按照错误处理",14
1864,问题同phone,6
1865,要考虑镜像语言,12
1866,避免这样使用数组或者列表对象，很容易造成数组越界,12
1867,日志如果必须打印，建议换成info级,12
1868,错误码打印下,12
1869,拼写,12
1870,工具类判空，而且要判断mPatchAdvertIndex不会溢出,12
1871,多余的空行,12
1872,如何过滤掉用户拒绝的签署记录的？,0
1873,已经定义了任务完成状态的常量，请使用该常量,12
1874,return的type为0好，还是TYPE_LABEL或者UNKNOW好？,12
1875,type和signInfo都要判空,12
1876,不同任务放到不同渠道下，保持接口的统一,12
1877,命名不好,12
1878,error日志打印错误,12
1879,注释和代码不匹配,12
1880,需要增加英文的处理，否者会导致crash,14
1881,魔鬼数字,4
1882,两个if可以抽成同一个方法,12
1883,"入参命名无含义,应该命名如resource等",14
1884,把符合编码规范的变量名修改为了不符合规范的。你又不用这个变量，改它干什么？,15
1885,返回枚举值是否更加清晰些，不需要再进一步转换了,12
1886,不好的设计,4
1887,可以放到一个if中,12
1888,提交说明 需要更新,12
1889,上库描述不对,12
1890,会员的判断是否应该在最初始的地方，如果是会员，广告都不需要获取的,14
1891,这个应该在基类中自行调用,12
1892,库上删除的不用代码，本地提交又带上去了,4
1893,这个版本号为啥要修改,0
1894,拼写,12
1895,循环调用，需要重构,12
1896,颜色放到color里面定义,12
1897,多余代码删除,12
1898,采用多渠道的设计模式而不是配置项控制,12
1899,使用工具类：ArrayUtils.getListElement,12
1900,加一下异常日志,12
1901,配置项为空体现在哪,12
1902,上报和查询不要放到一个Task中处理,12
1903,逻辑层（logic）不要反向依赖UI层的代码,12
1904,保护的范围是？任务仅运行一次？还是执行完之后还可以再执行？,0
1905,obj 注释没有写明确意图,14
1906,此处仍然是VIP购买页面的按钮长度，需要修改,12
1907,注释的名字关注下，其它类自己排查下,12
1908,变量重复,12
1909,超过5处拼接使用StringBuffer,12
1910,可以考虑使用工具类,12
1911,后续优化：外部不区分TMS和Cloud的签署信息，统一上传用户签署记录,4
1912,超时时间配置项的校验和读取不在一起，很容易存在同步的问题。读取的时候配置项的值变化了，原先的校验逻辑就不起作用了。,12
1913,UserId去掉，不然打印ServerSignRecord会打出userId,12
1914,使用for each的方式循环,12
1915,多线程同步问题,12
1916,这两个有啥区别,0
1917,变量定义有问题，请使用原来的变量，1代表的是未完成。,12
1918,要和闫衡确认下影响,6
1919,f大写,12
1920,注释不对,4
1921,这个挪过来起到了JsonBean应有的作用没？,0
1922,注意判空,12
1923,"如果CodeDEX是误报，可以屏蔽CodeDEX。
代码不要这样改了",12
1924,空指针保护,12
1925,这个场景，还需要通过callback回调吗,0
1926,命名没有意义，还不如按颜色来命名,12
1927,不同的逻辑可以使用不同的Task去实现,12
1928,通过上下文查看，感觉每次获取的advert都是同一个呢？如果是同一个感觉这块可以抽成全局变量呢,12
1929,本地没有记录的时候，不需要通知调用者？,0
1930,"不需要传“”；
比较时，常量在前",12
1931,建议实现signinfo的toString方法，直接打印对象,12
1932,if else中，TermsConfigHelper.getConfTimeoutStatement()最多会被执行4次，为什么不直接取出来，放到内部变量中，判断是否有效并使用？,14
1933,"getActivity 可能为null，需要判空
另外不需要强制转换成MemberPointsActivity",12
1934,这个类很多if return没有日志，有问题不好定位,10
1935,设计了两个按钮不太合适,4
1936,"建议分辨重新命名为mVodBriefInfo 、volumeInfo
另一处调用isJumpToVip和jumpToVip类似",14
1937,手机和pad都是48dp吗,0
1938,vodBreifInfo为空的时候，不打点,12
1939,命名用单词加下划线,12
1940,不要用需求单号和入,12
1941,isChina变量多余，直接根据BuildConfig.ENABLE_SIGN_RECORD判断,14
1942,"1、注释的位置不一样，一个在onResult之前，一个在之后；
2、注释的格式不一致，方法+说明；
3、onResult，mCallback的含义是什么？",14
1943,这个条件如果在多处使用，可以抽出来，特殊标注下用来干啥的,12
1944,可能返回null,12
1945,"这边是不是直接使用CornerAdvertType.CORNER_ADVERT_PREPARE，
如果之前没有播放，那应该是准备吧",10
1946,应该是删除缓存记录，而不是清除本地缓存,12
1947,默认不显示是不是简单一点，符合条件再展示,12
1948,这个分支不需要任何处理？,0
1949,判空,12
1950,颜色不要写死,12
1951,去掉长按后，低版本上面需要继续修改一下,12
1952,记录日志,12
1953,命名问题,12
1954,AR单号不对,4
1955,isIgnoreStop 也记录下日志吧,12
1956,没有缩进,4
1957,布局默认值需要设置成View.GONE,12
1958,无用控件后续统一去除,12
1959,使用工具类TextViewUtils   设置 setTextSize,12
1960,命令应该修改为mMemberActionBarLayout,12
1961,"注释与实际用处不符合,或者说不贴切,类命名也不好",14
1962,一行代码就够了,4
1963,可以提出公共类,12
1964,使用int型方法  getDimensionPixelSize,12
1965,可能为空,4
1966,此处adType只有一种，用else if可以省去一次条件判断,12
1967,将PrivacyNoticeActivity中相同的代码逻辑抽取出公共方法，保持统一和复用,12
1968,PUSH任务补上报，需要传递单独的完成次数，不能共用播放任务的完成次数。,12
1969,代码太冗余，不需要分支,12
1970,前面已经判断了signResult为空了，这个地方为什么还要判断,12
1971,考虑下这个逻辑应该怎么统一起来，避免其它使用场景漏掉该处理,12
1972,使用公共定义,12
1973,此处用subtab的定义 不合适,12
1974,数据拷贝不要使用指针直接赋值的方式,12
1975,不要双引号,12
1976,默认应该不显示无数据页面,12
1977,默认显示连续签到提示，隐藏补签到按钮,12
1978,"symbol的length的实现和getFormatPrice中symbol的实现强相关，如果getFormatPrice中的实现修改了，外面的实现如何得知？
是否可以直接返回一个SpannableString？",14
1979,哪来的map,0
1980,日志需要描述物理含义,12
1981,这两个接口为什么不能统一起来呢？,12
1982,不建议使用这样的命名方式,12
1983,可以不用赋初始值,12
1984,不需要新增线性布局，直接修改bg即可,12
1985,分类重新考虑下，另外phone的PC化如何展示,4
1986,请使用refreshSigninHint方法,12
1987,task和impl之间存在循环依赖,10
1988,"ViewUtils.setVisibility(signinAgainOrange, View.GONE);
ViewUtils.setVisibility(signinAgain, View.GONE);

if(状态) {
  A.show()
}else {
  A.show()
}",4
1989,命名不清楚意思,12
1990,task是UI层的，CouponManager目前放在了Logic的impl层，后续HVI合入会调整，目前暂时先这么放,10
1991,需要添加日志，方便定位问题，其它地方一样,12
1992,注释和代码空一行,12
1993,需要增加一个日志,12
1994,工具类已经判断size,4
1995,后续关注下杀掉进程后，上面广播中的事件可能未执行完成,14
1996,这个还是使用原来的值？,0
1997,"1、默认值考虑一下；
2、该方法应该在if后面执行",12
1998,敏感信息加密打印（假名化）依然是敏感信息，匿名化后可以打印，但是你此处是debug日志，建议直接删除,14
