,cr,CrType,Sentiment,Knowledge,UltimateCategory
1405,"为""""怎么处理 为什么不用公共方法判断，下面几个都需要统一整改",1,1,0,1
1406,删掉？,1,1,0,1
1407,建议增加括号，便于维护,1,1,1,0
1408,"marginStart,marginEnd也要加上",1,1,0,1
1409,这个更适合做方法名，考虑下这个类是做什么的，后续可能还会增加什么能力再选择1个合适的名字,1,1,1,0
1410,不要把一堆判断放在一起进行，否则都不知道走到哪个分支,1,1,1,0
1411,服务器的签署记录还需要存到本地的记录管理中？,1,1,0,1
1412,使用RLIKE过滤时，不要加百分号,1,0,0,4
1413,建议删除,1,1,0,1
1414,这两个是多余的日志,1,0,0,4
1415,LocalServiceTermMgr不对外暴露,1,0,0,4
1416,LocalServiceTermMgr中为什么会有操作ServerSignRecord的操作,1,0,0,4
1417,已定义过,1,0,0,4
1418,String.valueOf没有异常，可以不用增加异常处理,1,1,0,1
1419,请确认是否有sealed,1,1,0,1
1420,inlogic的命名就不需要了,1,0,0,4
1421,放到try里面,1,1,0,1
1422,"类注释需要参考
/**
 * 描述<BR>
 *
 * @param 参数描述
 * @author 修改人
 * @version [版本号, 时间]
 * @since版本号
 */",1,1,0,1
1423,日志无法区分是哪个方法中userId为空,1,0,0,4
1424,import顺序,1,0,0,4
1425,应该是是否为空，当前名字描述不准确,1,0,0,4
1426,这个是干啥，logout,1,0,0,4
1427,初始化之后，这个变量只有置成true，没有置成false的地方,1,0,1,2
1428,播放进程执行该方法是否会有问题？,1,0,0,4
1429,这个移到下面去,1,1,0,1
1430,import包顺序有要求,1,0,0,4
1431,"这个at 前后有"""" 要去掉后返回",1,1,1,0
1432,变量放到try里面,1,1,0,1
1433,log,1,0,0,4
1434,不能用这种方案,1,0,0,4
1435,大括号没写,1,0,0,4
1436,export 为true 是否必要,1,0,0,4
1437,export 为true 是否必要,1,0,0,4
1438,日志打印有问题getFeedbackEmail,1,0,0,4
1439,变量声明的太早，可以放到try里面,1,1,0,1
1440,考虑改成static,1,1,0,1
1441,建议const,1,1,0,1
1442,为什么要定义成全局的,1,0,0,4
1443,请确认下new FFVPlayerServer需不需要放入try代码块中，其他的地方都是放在try块中调用的,1,1,1,0
1444,为什么double,1,0,0,4
1445,无用的请删除,1,1,0,1
1446,日志,1,0,0,4
1447,"在黑名单即不支持H265返回false；
但如果不在黑名单是否需要继续判断白名单和动态参数，还是直接返回true?",1,1,1,0
1448,合法性判断,1,1,0,1
1449,java里null不需要放前面了，本意是c里防止==误写为=，java里你写出=编译器会报错的,1,1,1,0
1450,，e,1,0,0,4
1451,错误码,1,0,0,4
1452,代码格式化,1,1,0,1
1453,多余代码删除,1,1,0,1
1454,是什么内容,1,0,0,4
1455,已经让A_NAME修改了一下“多次点击方案”，等他提交了再统一整改吧,1,1,0,1
1456,确认这些有必要static吗,1,1,0,1
1457,放在logic下面,1,1,0,1
1458,这两个常量也和baseapplication无关,1,0,0,4
1459,此处只是处理详情页反馈的错误，不需要添加sina的逻辑，如果sina有特殊的错误，详情页添加对应的错误码，我们再处理,1,1,1,0
1460,新浪短视频拉伸全屏的按钮不能屏蔽，已和A_NAME确认,1,1,1,0
1461,默认设为true吧，正常进入edittext都需要弹的吧？,1,1,0,1
1462,import,1,0,0,4
1463,颜色,1,0,0,4
1464,请再和GUI确认下界面如何展示,1,1,0,1
1465,不要打印敏感信息,1,1,1,0
1466,"排查下这种写法，e.printStackTrace()
不建议这样写。",1,0,1,2
1467,用final+private构造方法,1,1,0,1
1468,为广告功能，单独搞一个新的常量定义,1,1,1,0
1469,这里的常量定义，建议写成3_DAYS这种的，可读性高,1,1,0,1
1470,#NAME?,1,0,0,4
1471,方法中使用了两次，就用了临时变量,1,0,0,4
1472,vod content等都考虑判null,1,1,0,1
1473,mOutCallBack为外部传入，可能为null；下面的一并修改,1,0,1,2
1474,修改成类的描述，其他的class也都修改下,1,1,0,1
1475,为何要修改接口参数？,1,0,0,4
1476,一行代码就行了,1,1,0,1
1477,此处只是处理不支持的内容，不需要添加sina的逻辑,1,1,1,0
1478,放到Fragment中进行注册,1,1,0,1
1479,这个get(i)不就是fileInfo吗,1,0,0,4
1480,取消注册,1,1,0,1
1481,逗号后少了1个空格，保存自动格式化是不是没有配置,1,0,0,4
1482,感觉这个没必要把,1,0,0,4
1483,这种入参定义成枚举比较好,1,1,0,1
1484,不要有中文,1,0,0,4
1485,不涉及缓存，请按有无数据命名,1,1,0,1
1486,初始化返回不支持，应当做不支持在线的处理，清空用户登录状态，作为非登陆情况处理,1,1,1,0
1487,int,1,1,0,1
1488,这里不是赋值PHP，是从数据库里面查询的,1,1,1,0
1489,确认会员产品和非会员产品都有时，应该展示哪个价格,1,1,0,1
1490,"这个直接用这个phoneNumber参数不行吗？
没必要搞个模型吧。",1,1,0,1
1491,废弃代码删除，不要留着,1,1,0,1
1492,setsound 方法过时,1,0,0,4
1493,删除部分是否会对逻辑造成影响？,1,0,0,4
1494,进度的对象为空，不能影响上传数据流的逻辑,1,1,0,1
1495,如果为空，直接抛异常,1,1,0,1
1496,这个类补充点日志,1,1,0,1
1497,不要暴露数据库逻辑,1,1,1,0
1498,"尽量不要修改原来为final的属性, 和并发编程思维有关, 可以重新new一个对象",1,1,1,0
1499,如上，请确认是否可能是null,1,1,0,1
1500,此处应该continue,1,1,0,1
1501,拼写,1,0,0,4
1502,import,1,1,0,1
1503,新浪短视频是新IR：IR-10099945,1,1,1,0
1504,注意下代码格式化,1,1,0,1
1505,P版本该方法已经过时了，功能可能没有用,1,0,1,2
1506,本地文件不能提交,1,1,0,1
1507,多余的处理，只需要在初始化接口里判断,1,1,0,1
1508,无效的中间字段删除,1,1,0,1
1509,非会员登录且有两个产品包的情况下，点会员价，传给订购guestProduct是不对的，确认下直接拉起订购，订购那边是否会判断用户状态和root,1,1,1,0
1510,这里不需要session判空吗？,1,1,0,1
1511,方法直接删除,1,1,0,1
1512,定义常量,1,1,0,1
1513,无用的代码直接删掉，这样注释一是会对后续维护人员产生误导，二是代码不美观，想看历史版本版本，git提交记录就可以看,1,1,1,0
1514,无用的导入,1,0,0,4
1515,名字起得比较难维护， 说是获取RealPat， 实际是对入参进行修改重现赋值,1,0,1,2
1516,import顺序,1,0,0,4
1517,这里可能与原逻辑不一致,1,0,0,4
1518,这个一行能展示下,1,0,0,4
1519,日志打印不准确,1,0,0,4
1520,确认清楚,1,0,0,4
1521,时间字段的处理，同一提前,1,1,0,1
1522,没有用到的中间变量直接从存储过程里面删除,1,1,1,0
1523,是否可加final,1,1,0,1
1524,变量命名取一个有意义的，至少说明是应用级at的缓存size,1,1,1,0
1525,有必要判空吗,1,0,0,4
1526,为何调整接口？,1,0,0,4
1527,commit msg格式不正确,1,0,0,4
1528,合法性判断,1,0,0,4
1529,账号为null的时候，返回对应错误码的Response,1,1,1,0
1530,import,1,0,0,4
1531,拼写修改一下,1,0,0,4
1532,error情况下不需要查询套餐,1,1,1,0
1533,对时间字段的处理放到上面,1,1,0,1
1534,魔鬼数字,1,0,0,4
1535,"参数使用Activity，这样强制业务层使用。
并且判断非Activity也没给业务回调",1,1,1,0
1536,都是静态方法，添加私有构造,1,1,1,0
1537,从代码逻辑上看，-metrics.heightPixels多写了一次,1,0,1,2
1538,出错了，打个日志就行了，不用告诉浏览器吗、,1,1,1,0
1539,代码写自己的注释，别拷贝我的。,1,0,0,4
1540,读取系统配置int 值的方法已经在systemconfig类里面提供了。替换下方法吧。,1,1,1,0
1541,格式,1,0,0,4
1542,为何要删除reset的逻辑？,1,0,0,4
1543,"这个应该不需要，gradle中已经自动编译libs下面的jar包，详见compile fileTree(include: ['*.jar'], dir: 'libs')",1,1,1,0
1544,一行代码,1,0,0,4
1545,日志打印有误：该分支id不一定为空,1,0,1,2
1546,两个判断优化为TextUtils.isEmpty(),1,0,0,4
1547,判断有稍微的问题  假设后续是图片下载的话 只能说包含这个名称的,1,0,1,2
1548,cryptor是成员变量，这里重新赋值，有并发的问题,1,0,1,2
1549,需要打印错误码,1,1,0,1
1550,这个data是要打印对象还是数据？,1,0,0,4
1551,resolveInfo  有没有可能为空了  潜在crash,1,0,1,2
1552,常量定义成大写,1,1,0,1
1553,不需要记录这种注释,1,1,0,1
1554,多余字符,1,0,0,4
1555,这个字符串已经变更，需要使用最新的字符串,1,1,0,1
1556,格式不对。,1,0,0,4
1557,无用变量可删除,1,1,0,1
1558,不要注释了，直接删除,1,1,0,1
1559,联系人同步，在最上层有统一的异常捕获，不需要封装,1,1,1,0
1560,代码格式化,1,1,0,1
1561,不改,1,1,0,1
1562,不要暴露数据库逻辑,1,1,1,0
1563,缩进,1,1,0,1
1564,版本应该为8.0.7.2,1,1,0,1
1565,直接返回后，仅仅展示了界面，后续的其他代码均没有执行,1,0,1,2
1566,判断下是否为空,1,1,0,1
1567,用变量代替,1,1,0,1
1568,参考其它异常打印,1,0,0,4
1569,我看大部分你都设置null，这里不设置，是否需要设置。还是都不需要设置。,1,0,0,4
1570,修改下命名,1,1,0,1
1571,单例要定义成static final,1,1,1,0
1572,这种常量不要放到Util中，定义到常量类中,1,1,1,0
1573,通知渠道设置一次就可以，下次判断是否已经注册，没有注册再注册,1,1,1,0
1574,改个名字，appOnlineState,1,1,0,1
1575,如果当前已经登陆，不需要再登陆,1,1,1,0
1576,增加pad限制,1,1,0,1
1577,private构造应该添加final,1,1,1,0
1578,这个地方应该是加密吧？另外这个秘钥使用一个单独的秘钥吧，别和DB的配置项共用密钥,1,1,1,0
1579,不要注释了，直接删除,1,1,0,1
1580,加final,1,1,0,1
1581,不要直接打印堆栈,1,1,1,0
1582,建议再接口字段参数校验时，仍然做注解校验,1,1,0,1
1583,不校验类型的啊?,1,0,0,4
1584,瞎搞,0,0,0,7
1585,是否为误修改,1,0,0,4
1586,commit msg 格式不正确,1,0,0,4
1587,导致了什么现象 标题大小吗,1,0,0,4
1588,这个是啥？,1,0,0,4
1589,不要动,1,1,0,1
1590,没有播放的时候不能进入全屏，进入全屏说明用户已经播放,1,1,1,0
1591,这里应该是METADATA_HAS_VIDEO，建议封装成一个方法,1,1,0,1
1592,修改不对，影响逻辑,1,0,0,4
1593,如果为空，直接抛异常,1,1,1,0
1594,海外是什么意思 假设后续海外有其他设置项有小红点 怎么屏蔽,1,0,0,4
1595,日志级别,1,0,0,4
1596,格式化不对,1,0,0,4
1597,import顺序,1,0,0,4
1598,使用BuiltTypeConfig类,1,1,0,1
1599,这个打印关注下,1,0,0,4
1600,import顺序,1,0,0,4
1601,import顺序,1,0,0,4
1602,暂时不要动,1,1,0,1
1603,所有country.xml不要动,1,1,0,1
1604,临时变量可以删除,1,1,0,1
1605,只有私有构造，此类应该定义为final,1,1,1,0
1606,接口名怎么也修改成全部大写了,1,0,0,4
1607,不是传参数的变量放在配置表里面,1,1,1,0
1608,确认一下是否有xss问题。,1,1,0,1
1609,此处没有超120 不应该换行,1,1,1,0
1610,这里要防止验证码暴力破解。,1,1,0,1
1611,建议加默认值参数，这样使用更灵活,1,1,1,0
1612,中文字符串放到中文目录下，英文先自己翻译一下,1,1,0,1
1613,这个命名有歧义。。应该是needShowKeyBoardWhenFocus之类的意思吧？,1,0,0,4
1614,补充tester的toString,1,1,0,1
1615,有公共方法ViewUtil.setViewVisibility，会帮助判空,1,1,1,0
1616,改为通用提示，比如“no need to init ....”,1,1,1,0
1617,这个间距和tips间距是一个吗,1,0,0,4
1618,login应该在getProduct之前,1,1,0,1
1619,这里不用写版本号，版本号应该在最外层的父工程中指定。,1,1,1,0
1620,暂时不要删,1,1,0,1
1621,这个函数可以调用上面带type的函数来完成,1,1,1,0
1622,注释不规范，版本号也不对,1,0,0,4
1623,消息体打印级别太高，debug级别,1,1,1,0
1624,只能打印list的内存地址，没有意义，建议打印list大小,1,1,1,0
1625,确认下能否放在PageActivity里？,1,1,0,1
1626,不要动cs内容，SDK提供的,1,1,1,0
1627,无效的字段,1,0,0,4
1628,还需要设置请求自重试次数，默认会自重试1次。,1,1,1,0
1629,视频名用Video表示不太好，可以考虑VideoCloud，最好和工程内其他模块保持一致。,1,1,1,0
1630,这个方法名getUserIndentity合适吗？,1,0,0,4
1631,这个界面home添加？,1,0,0,4
1632,Integer.toString多余了,1,0,0,4
1633,不要动,1,1,0,1
1634,import顺序,1,0,0,4
1635,放在解析影人ID的方法里不合适,1,0,0,4
1636,请确认是否有xss问题。,1,1,0,1
1637,验证码要有有效期。并且再短信内容里面体现。,1,1,1,0
1638,常量定义为static final,1,1,1,0
1639,为毛不直接写在布局里?,1,1,0,1
1640,建议定义局部变量，减少重复访问,1,1,1,0
1641,日志打印有误：该分支id list不一定为空,1,0,1,2
1642,这里是否为误修改？本次提交从意图来看只是修改安全REVIEW问题,1,0,0,4
1643,入参判空加上，你调用是看了没问题，后面别人调用就不一定,1,1,1,0
1644,日志,1,0,0,4
1645,冗余的日志,1,0,0,4
1646,魔鬼数字,1,0,0,4
1647,魔鬼数字,1,0,0,4
1648,待讨论，是否使用非自有短视频判断,1,0,0,4
1649,多余的e,1,0,0,4
1650,注释,1,0,0,4
1651,这个版本的版本号是8.0.7.1,1,1,0,1
1652,int,1,0,0,4
1653,两个for循环可以合并成一个吧,1,1,0,1
1654,这个地方应该是解密吧？,1,0,0,4
1655,逗号后应该有空格,1,1,0,1
1656,如果让试看，就不能展示错误页面,1,0,1,2
1657,建议加默认值参数，这样使用更灵活,1,1,1,0
1658,确认下是否可能为空,1,1,0,1
1659,如果为空，直接抛异常,1,1,0,1
1660,是否有必要？,1,0,0,4
1661,"这个地方iEvent没有复用,会导致问题,参见已发邮件",1,0,1,2
1662,这个类建议放到.view.application下面,1,1,0,1
1663,请确认这里是否可能返回null？,1,1,0,1
1664,频繁调用的方法使用变量代替,1,1,1,0
1665,工具类使用final + 私有构造,1,1,1,0
1666,异常和成功分支补充下日志,1,1,0,1
1667,P层为什么会有public的非override方法,1,1,1,0
1668,单词拼写错误,1,0,0,4
1669,测试Review能力,1,0,0,4
1670,方法分开,1,0,0,4
1671,用新常量,1,1,0,1
1672,其它两个分支场景的日志记录呢？,1,1,0,1
1673,建议定义常量,1,1,0,1
1674,这里应该是METADATA_HAS_VIDEO,1,1,0,1
1675,为何要删除deviceType？接口参数不应修改,1,1,1,0
1676,这个地方修改不对，可以修改用一个新的变量来赋值substring，解决这个误报,1,1,0,1
1677,为啥不在basePresent中实现？,1,0,0,4
1678,这个是新增的吗？,1,0,0,4
1679,函数内部没有重名变量，没有必要通过this来访问,1,0,1,2
1680,sina错误码转换的逻辑放到playrcore这一层，上层不需要感知,1,1,1,0
1681,unRegisterObserverReceiver()中调用了stopTimer();,1,0,1,2
1682,多余代码，已经判断过了,1,0,0,4
1683,使用BuildTypeConfig,1,1,0,1
1684,error日志按照格式统一处理,1,1,0,1
1685,所有country.xml不要动,1,1,0,1
1686,resp不会为null~,1,0,0,4
1687,用户未用户使用数据业务播放时，是否会走到这个replay逻辑里，导致自动同意播放了？,1,0,1,2
1688,不需要特别处理鉴权失败的场景,1,1,0,1
1689,改成用常量,1,1,0,1
1690,int,1,0,0,4
1691,要增加LifeCircle,1,1,0,1
1692,不使用的代码请直接删除，不要用注释方式,1,1,0,1
1693,这种 iml  属于工具产生的文件，就不要提交了,1,1,1,0
1694,日志太少。,1,0,0,4
1695,直接生成六位的随机数，别用这种方式。,1,1,0,1
1696,6000是魔鬼数字，最好用可以标识出他意思的词语,1,1,0,1
1697,注释和上面代码增加1个空行,1,1,0,1
1698,null还是要判断的,1,1,0,1
1699,对不起 我拼错了,1,0,0,4
1700,Activity是null这个地方不需要调用登录账号接口了,1,1,0,1
1701,已经有常量定义了,1,0,0,4
